epoch,lifetime,reward_mean,policy_loss,value_loss,sym_loss,score_real_run/full,score_fake_run/full,disc_reward_run/full,task_reward_0
420,10.5625,-1.479786992073059,-0.026277478598058224,0.00824493234977126,0.0,0.10962510257959365,-0.16089003384113312,-0.1640971302986145,-0.08061078935861588
430,15.3125,-1.3823192715644836,-0.02205968350172043,0.00977736823260784,0.0,0.10833798125386238,-0.15658071190118789,-0.16598773002624512,-0.08049159497022629
440,14.1875,-1.4780479073524475,-0.023982209712266923,0.008756328001618385,0.0,0.11067315563559532,-0.16453862339258193,-0.16755253076553345,-0.07554514706134796
450,10.0625,-1.47953861951828,-0.02548392452299595,0.012927460484206676,0.0,0.10900379568338395,-0.16532438099384308,-0.1640060693025589,-0.0815252959728241
460,15.25,-1.2819792032241821,-0.030138422548770905,0.009116263780742883,0.0,0.11376470178365708,-0.16709435731172562,-0.17838743329048157,-0.061258915811777115
470,12.875,-1.386872410774231,-0.02652005236595869,0.009701398760080337,0.0,0.11323548629879951,-0.17330192774534225,-0.18181562423706055,-0.07399840652942657
480,11.0,-1.5745891332626343,-0.029157259687781333,0.008192472904920579,0.0,0.11281999498605728,-0.16793591380119324,-0.1739005744457245,-0.06854607164859772
490,13.4375,-1.196093201637268,-0.02292577438056469,0.010716987401247024,0.0,0.11530286148190498,-0.1782306894659996,-0.18863876163959503,-0.07344723492860794
500,14.9375,-1.0906664729118347,-0.019636206701397894,0.011883622966706753,0.0,0.11678553223609925,-0.17198508828878403,-0.16311755776405334,-0.08031696826219559
510,17.1875,-1.1902836561203003,-0.026096341107040642,0.009514509886503219,0.0,0.11869824603199959,-0.18289743810892106,-0.18136078119277954,-0.06894122064113617
520,11.5625,-1.3896781206130981,-0.02456822358071804,0.011617963947355748,0.0,0.11848774179816246,-0.18312591314315796,-0.1840379387140274,-0.07891573011875153
530,12.1875,-1.2905597686767578,-0.026003549434244634,0.010286583565175533,0.0,0.11794963255524635,-0.18641318529844284,-0.1883690357208252,-0.07136499881744385
540,11.5,-1.3775638341903687,-0.022240199148654938,0.01806861497461796,0.0,0.11845454499125481,-0.19150210171937943,-0.18862074613571167,-0.04959375038743019
550,13.8125,-1.3833871483802795,-0.021296584233641624,0.009278695099055767,0.0,0.1198631264269352,-0.181053264439106,-0.18039272725582123,-0.07164019346237183
560,11.25,-1.287708044052124,-0.020236266776919365,0.007560263946652412,0.0,0.12101457566022873,-0.19031928479671478,-0.18331706523895264,-0.06895376741886139
570,12.625,-1.489419162273407,-0.03257014835253358,0.005718972813338041,0.0,0.12138488441705704,-0.1886823832988739,-0.19681140780448914,-0.07152532041072845
580,13.4375,-1.192686676979065,-0.023398023471236228,0.011040674895048142,0.0,0.12214369922876359,-0.19282569736242294,-0.185341477394104,-0.07000001519918442
590,15.75,-1.2910820245742798,-0.025755375623703003,0.0068273660726845264,0.0,0.12275885492563247,-0.19210345298051834,-0.18561652302742004,-0.07532698661088943
600,13.3125,-1.2063491940498352,-0.028196412697434427,0.008607881143689156,0.0,0.12419539391994476,-0.19338400959968566,-0.2043476402759552,-0.08089786767959595
610,13.125,-1.1034661531448364,-0.02461591809988022,0.007420423440635204,0.0,0.1229100339114666,-0.20087973177433013,-0.20406457781791687,-0.06879904866218567
620,11.8125,-1.1961005926132202,-0.019238297268748282,0.0073216606862843035,0.0,0.12534855231642722,-0.19968590289354324,-0.1930045783519745,-0.07114651799201965
630,15.75,-1.681146502494812,-0.026702964678406715,0.012265679985284805,0.0,0.12714553922414779,-0.19926676154136658,-0.1975828856229782,-0.07096870243549347
640,14.3125,-1.3818966746330261,-0.03075975589454174,0.004651362309232354,0.0,0.12839319556951523,-0.19992867559194566,-0.19326691329479218,-0.056390464305877686
650,13.625,-1.1945187449455261,-0.021982327476143836,0.007411203160881996,0.0,0.12770602852106094,-0.20179362893104552,-0.1958613395690918,-0.06604795902967453
660,14.625,-1.3963426351547241,-0.028981482982635497,0.007083332818001509,0.0,0.1282566636800766,-0.20324872434139252,-0.21351808309555054,-0.06564721465110779
670,10.9375,-1.201707899570465,-0.029025704227387907,0.005135276261717081,0.0,0.12972737699747086,-0.20446769744157792,-0.20706897974014282,-0.0689651295542717
680,16.125,-1.1053626537322998,-0.020443230122327804,0.009703224524855614,0.0,0.129357048869133,-0.21049196273088455,-0.20358337461948395,-0.07459789514541626
690,11.625,-1.3979464769363403,-0.025621847063302994,0.01024817805737257,0.0,0.13035843148827553,-0.20921884328126908,-0.20407432317733765,-0.0781664103269577
700,10.125,-1.4987092018127441,-0.023539309203624726,0.00759521834552288,0.0,0.1300136312842369,-0.21600285172462463,-0.2161177098751068,-0.0772579088807106
710,12.5625,-1.200624942779541,-0.026849303767085074,0.006177571602165699,0.0,0.13053883612155914,-0.22231651991605758,-0.20296376943588257,-0.07226619124412537
720,15.75,-0.9163600504398346,-0.03135050386190415,0.008489701617509126,0.0,0.13186839818954468,-0.2164660081267357,-0.2186359465122223,-0.06698240339756012
730,13.0,-1.5030516982078552,-0.023629875853657722,0.005915103014558554,0.0,0.13072308599948884,-0.22274599671363832,-0.22517715394496918,-0.07809095084667206
740,16.1875,-1.0140416622161865,-0.022811408527195452,0.006297765672206879,0.0,0.13278652131557464,-0.2215569421648979,-0.22805237770080566,-0.06217869371175766
750,11.5625,-1.201397180557251,-0.030898009613156318,0.00528512429445982,0.0,0.13068558871746064,-0.22746578752994537,-0.20718666911125183,-0.07190904766321182
760,12.875,-1.42108952999115,-0.019101370126008987,0.005603876896202564,0.0,0.1338496536016464,-0.22982917129993438,-0.2541549801826477,-0.0781448483467102
770,11.1875,-1.3914819955825806,-0.02030743509531021,0.008314139116555453,0.0,0.13245889097452163,-0.23142740577459336,-0.19987055659294128,-0.07152105867862701
780,7.9375,-1.4930622577667236,-0.02397570461034775,0.013697979412972927,0.0,0.13370334655046462,-0.23381583392620087,-0.23728014528751373,-0.04099404811859131
790,14.8125,-1.2173540592193604,-0.018065783381462096,0.010820447653532028,0.0,0.13431166708469391,-0.2315262585878372,-0.2274799942970276,-0.08315037190914154
800,14.0625,-1.314172089099884,-0.030259854346513747,0.011496002785861492,0.0,0.13456162810325623,-0.2262028604745865,-0.23580150306224823,-0.07738058269023895
810,14.625,-1.2968074083328247,-0.028097240999341012,0.01243095975369215,0.0,0.1345917984843254,-0.22915608137845994,-0.21126270294189453,-0.06373482197523117
820,13.3125,-1.4052478671073914,-0.02469632737338543,0.007394801639020443,0.0,0.13619508892297744,-0.23504699021577835,-0.23564904928207397,-0.06333673000335693
830,14.875,-1.2124531269073486,-0.026791947707533837,0.008913023956120014,0.0,0.13701189756393434,-0.23716217428445815,-0.23804016411304474,-0.06465272605419159
840,12.625,-1.3005478382110596,-0.020925623178482056,0.008416499942541122,0.0,0.13621203899383544,-0.23651255071163177,-0.21335668861865997,-0.07036591321229935
850,12.375,-1.215093970298767,-0.02754012420773506,0.007207506056874991,0.0,0.13520532548427583,-0.23701267838478088,-0.23008140921592712,-0.07564512640237808
860,14.0,-1.220753788948059,-0.029980675876140596,0.009014761075377464,0.0,0.13772090077400206,-0.24115733355283736,-0.2501998543739319,-0.06936964392662048
870,18.875,-1.1380932331085205,-0.021306720562279224,0.006516671646386385,0.0,0.13741198033094407,-0.24664436727762223,-0.26815810799598694,-0.07854625582695007
880,10.4375,-1.5995770692825317,-0.019446206465363502,0.005156554747372866,0.0,0.1385287344455719,-0.24962294846773148,-0.24369727075099945,-0.05990876257419586
890,13.75,-1.1155856847763062,-0.02677594907581806,0.008156544901430607,0.0,0.13943157345056534,-0.24883176982402802,-0.22780296206474304,-0.07309450209140778
900,19.5625,-0.7139827609062195,-0.01761695249006152,0.03183664157986641,0.0,0.1375045135617256,-0.2518442526459694,-0.2675597071647644,-0.002377778757363558
910,15.75,-1.2197681665420532,-0.026326872035861017,0.007993636466562749,0.0,0.1373984158039093,-0.24801229536533356,-0.23697280883789062,-0.07503637671470642
920,17.125,-1.2203670740127563,-0.01755704768002033,0.009335341677069665,0.0,0.14101214855909347,-0.24799050390720367,-0.24182862043380737,-0.07756857573986053
930,14.625,-0.9306514859199524,-0.02286677323281765,0.00891435295343399,0.0,0.1392150640487671,-0.24875271171331406,-0.24104762077331543,-0.0757870227098465
940,13.6875,-1.3201961517333984,-0.02145400121808052,0.0104726018384099,0.0,0.14082428067922592,-0.25249099135398867,-0.24330087006092072,-0.07966012507677078
950,10.5,-1.3207147717475891,-0.02981407940387726,0.006793523021042347,0.0,0.1403531551361084,-0.24843258261680604,-0.2451813519001007,-0.08327135443687439
960,12.1875,-1.225219488143921,-0.027819601446390153,0.01598056387156248,0.0,0.14244846552610396,-0.2496010333299637,-0.2545734941959381,-0.07378917932510376
970,14.5,-1.215696930885315,-0.02431955523788929,0.007089965045452118,0.0,0.14177088141441346,-0.2517052501440048,-0.24229885637760162,-0.06636522710323334
980,12.5,-1.4280688762664795,-0.030254783295094966,0.014732948690652847,0.0,0.1438651517033577,-0.25222532749176024,-0.27426639199256897,-0.07522977143526077
990,13.375,-1.1324511766433716,-0.02823288068175316,0.008851984050124884,0.0,0.14338384717702865,-0.25796393007040025,-0.2564281225204468,-0.07884585857391357
1000,16.1875,-1.3118595480918884,-0.02871328629553318,0.005770048499107361,0.0,0.14463138431310654,-0.254402881860733,-0.24273499846458435,-0.06708653271198273
1010,10.3125,-1.5063222646713257,-0.0307897225022316,0.006393981352448464,0.0,0.14477157443761826,-0.24872483015060426,-0.24951747059822083,-0.06237147003412247
1020,15.125,-1.2204105257987976,-0.028321991488337517,0.0051366714760661125,0.0,0.14543847739696503,-0.25726453512907027,-0.2510143220424652,-0.06860925257205963
1030,13.6875,-1.4301912188529968,-0.026194215938448905,0.007544847670942545,0.0,0.1465389221906662,-0.25588300824165344,-0.2715531289577484,-0.07832065969705582
1040,15.25,-1.3216491341590881,-0.02235647812485695,0.007698069326579571,0.0,0.14724230021238327,-0.2518134191632271,-0.24783314764499664,-0.08349496871232986
1050,14.625,-1.3178167343139648,-0.027541500329971314,0.006319400295615197,0.0,0.14586936086416244,-0.25974949896335603,-0.24877259135246277,-0.07292056828737259
1060,11.8125,-1.4061191082000732,-0.02843259386718273,0.006013953033834696,0.0,0.1477731704711914,-0.2534160137176514,-0.24406954646110535,-0.061777159571647644
1070,20.8125,-0.8506819009780884,-0.02290782518684864,0.0045737517066299915,0.0,0.14669504761695862,-0.2547422513365746,-0.27292847633361816,-0.07888215780258179
1080,13.8125,-1.1463811993598938,-0.01990456469357014,0.005837177392095327,0.0,0.14924099445343017,-0.25934816896915436,-0.28307121992111206,-0.0816262885928154
1090,14.125,-1.226388692855835,-0.025691431760787965,0.004159352881833911,0.0,0.14909162670373916,-0.25905915945768354,-0.2540946304798126,-0.07691758871078491
1100,12.875,-1.1381447315216064,-0.028951527178287507,0.009834973514080048,0.0,0.14989130645990373,-0.2623681306838989,-0.2751511037349701,-0.07379147410392761
1110,11.75,-1.3285202980041504,-0.026153873652219772,0.014988701976835727,0.0,0.15164265632629395,-0.26671320497989653,-0.26102250814437866,-0.08209589123725891
1120,11.9375,-1.3232150077819824,-0.025023157894611358,0.005814140848815441,0.0,0.15072795748710632,-0.26660727262496947,-0.25766146183013916,-0.07530224323272705
1130,15.3125,-1.042836993932724,-0.025111183524131775,0.006083992682397366,0.0,0.14995522499084474,-0.25760130733251574,-0.2801649570465088,-0.07127274572849274
1140,15.875,-1.04840487241745,-0.02719925530254841,0.006674055196344853,0.0,0.15205843299627303,-0.25925428718328475,-0.27210503816604614,-0.08724498748779297
1150,13.375,-1.3946289420127869,-0.023841057624667882,0.030074357613921167,0.0,0.15547501891851426,-0.25619177520275116,-0.25751230120658875,-0.026758935302495956
1160,14.5,-0.9292900562286377,-0.027444300055503846,0.008337535243481398,0.0,0.15220749527215957,-0.2585261598229408,-0.2474214881658554,-0.06793203204870224
1170,11.0,-1.211707055568695,-0.02889622114598751,0.008118624705821276,0.0,0.15450822561979294,-0.2618415102362633,-0.2407081574201584,-0.06079468876123428
1180,13.375,-1.1376858353614807,-0.01886681504547596,0.009577582962810994,0.0,0.15584404170513153,-0.2571853384375572,-0.2612742781639099,-0.08821380138397217
1190,13.375,-1.0077292323112488,-0.02590587604790926,0.023346501961350442,0.0,0.15481351017951966,-0.2574909672141075,-0.2399304062128067,-0.038003772497177124
1200,10.6875,-1.328121304512024,-0.023038794100284577,0.010700853355228902,0.0,0.15858711451292037,-0.2600213408470154,-0.2636294960975647,-0.07874427735805511
1210,16.25,-0.9479475617408752,-0.024649869278073312,0.007936448603868485,0.0,0.1557156339287758,-0.2587656155228615,-0.273029088973999,-0.07719714939594269
1220,18.3125,-0.947052538394928,-0.023314991593360902,0.0064906044863164425,0.0,0.15866837352514268,-0.26758935302495956,-0.26064983010292053,-0.08749053627252579
1230,17.3125,-0.9289349317550659,-0.023577465489506722,0.0062719985842704775,0.0,0.1576244816184044,-0.26357764601707456,-0.247922882437706,-0.06547924876213074
1240,14.75,-1.41761976480484,-0.024964797496795654,0.008609110116958618,0.0,0.15726414173841477,-0.25296891033649443,-0.26893147826194763,-0.059769466519355774
1250,13.5625,-1.133726716041565,-0.02538857525214553,0.006702900771051646,0.0,0.1568298503756523,-0.2561891481280327,-0.2585854232311249,-0.08182048797607422
1260,14.0625,-1.1281341314315796,-0.01918305568397045,0.008113894052803517,0.0,0.15788359344005584,-0.2578210711479187,-0.25626882910728455,-0.07216347754001617
1270,13.9375,-1.5069780349731445,-0.020554689690470695,0.007632441911846399,0.0,0.15795948058366777,-0.25539163798093795,-0.24807602167129517,-0.06454583257436752
1280,20.1875,-0.8503393530845642,-0.021968523040413857,0.004463205300271511,0.0,0.16083816885948182,-0.25299584269523623,-0.2688743472099304,-0.08314124494791031
1290,18.75,-0.7230753898620605,-0.023178549855947493,0.011973314359784127,0.0,0.1586148574948311,-0.24715249985456467,-0.2375040054321289,-0.05047536641359329
1300,17.8125,-1.0477319359779358,-0.026704296842217444,0.015012622065842151,0.0,0.1608726292848587,-0.2552787557244301,-0.2807735800743103,-0.07755664736032486
1310,15.3125,-1.142657995223999,-0.02261974662542343,0.007166104670614004,0.0,0.15963598787784578,-0.25120713412761686,-0.27240294218063354,-0.08308224380016327
1320,12.75,-1.3236313462257385,-0.02805873900651932,0.004922936204820871,0.0,0.1604556381702423,-0.2576128512620926,-0.25818851590156555,-0.07618391513824463
1330,19.8125,-0.9477724432945251,-0.02537573091685772,0.006570056732743979,0.0,0.16034361571073533,-0.25160409361124036,-0.2690770626068115,-0.08334700763225555
1340,15.125,-1.3150678873062134,-0.022016295790672304,0.018828422576189042,0.0,0.15771515369415284,-0.24641848504543304,-0.2347300499677658,-0.08141089230775833
1350,15.625,-1.3150168657302856,-0.02398172691464424,0.007742614857852459,0.0,0.16158557385206224,-0.24776031076908112,-0.24209502339363098,-0.07442746311426163
1360,14.125,-1.1090620756149292,-0.021446453407406807,0.014662856049835683,0.0,0.16311439424753188,-0.2603036940097809,-0.25457704067230225,-0.03437880426645279
1370,16.875,-0.9369252920150757,-0.02441328316926956,0.006877886503934861,0.0,0.16185374706983566,-0.2528634786605835,-0.266971230506897,-0.06154714152216911
1380,15.75,-1.127762794494629,-0.031127563491463662,0.008505173120647668,0.0,0.16167906671762466,-0.250419844686985,-0.24158552289009094,-0.08348582684993744
1390,19.625,-1.1071248650550842,-0.03263425156474113,0.015116446837782859,0.0,0.1649535283446312,-0.2471408724784851,-0.25096839666366577,-0.03455829620361328
1400,18.8125,-0.9346399903297424,-0.029647720605134965,0.00529293529689312,0.0,0.1658901244401932,-0.25259452909231184,-0.25444111227989197,-0.07121609151363373
1410,10.9375,-1.216664433479309,-0.026845335960388184,0.005262770131230355,0.0,0.1635443314909935,-0.24400767534971238,-0.23379826545715332,-0.08023373782634735
1420,16.5,-1.1277583837509155,-0.02646980844438076,0.004510442819446325,0.0,0.1625005766749382,-0.2449919730424881,-0.25725406408309937,-0.06954072415828705
1430,10.4375,-1.3270894885063171,-0.026626015827059746,0.006414807308465243,0.0,0.16195750534534453,-0.25146211981773375,-0.25838330388069153,-0.08388148993253708
1440,14.75,-1.1318612098693848,-0.025476294010877608,0.0091858203522861,0.0,0.16599605679512025,-0.2539942055940628,-0.2530948519706726,-0.08238230645656586
1450,20.4375,-0.9257110953330994,-0.03333126176148653,0.0030040332581847905,0.0,0.16483278721570968,-0.248614664375782,-0.24111831188201904,-0.06777860224246979
1460,13.0,-1.122570276260376,-0.029759331792593,0.010376564972102643,0.0,0.1650582566857338,-0.24024524837732314,-0.24746793508529663,-0.0686122477054596
1470,15.3125,-1.1289936304092407,-0.02255050912499428,0.013633982092142106,0.0,0.16725050210952758,-0.24695537090301514,-0.24976268410682678,-0.08027437329292297
1480,12.875,-1.3184779286384583,-0.026493311673402787,0.005729550402611494,0.0,0.16637660413980485,-0.2553806632757187,-0.25927096605300903,-0.06590105593204498
1490,13.6875,-1.3161698579788208,-0.025942628737539053,0.0057218756526708605,0.0,0.16830684542655944,-0.25410476624965667,-0.25260794162750244,-0.06545688211917877
1500,11.6875,-1.4988226890563965,-0.027664236538112164,0.007094805687665939,0.0,0.16702567636966706,-0.2521317958831787,-0.23699355125427246,-0.061518266797065735
1510,11.75,-1.3189719319343567,-0.024522190913558006,0.009336063358932733,0.0,0.16600215584039688,-0.2550047874450684,-0.2521839737892151,-0.07311047613620758
1520,14.5625,-1.1177434921264648,-0.025955704599618913,0.0203869242221117,0.0,0.16897421479225158,-0.2551857605576515,-0.2413569539785385,-0.06704404950141907
1530,17.75,-0.9543169736862183,-0.027557475492358208,0.007413553167134523,0.0,0.16872734129428862,-0.25842273980379105,-0.28086936473846436,-0.08699090033769608
1540,16.1875,-1.1292335391044617,-0.025170033052563667,0.016788483038544653,0.0,0.16810148060321808,-0.2529833659529686,-0.2785711884498596,-0.05348554253578186
1550,11.875,-1.3259165287017822,-0.025593979656696318,0.006426908355206251,0.0,0.16750561743974685,-0.25084181427955626,-0.2644093632698059,-0.07528470456600189
1560,21.6875,-0.6440315544605255,-0.022334974631667136,0.010403232090175152,0.0,0.16776477992534639,-0.25372255891561507,-0.2572849690914154,-0.06612291932106018
1570,16.375,-1.2237999439239502,-0.02760639665648341,0.00866359993815422,0.0,0.168477363884449,-0.2592301219701767,-0.2507878541946411,-0.07901114970445633
1580,18.8125,-0.9082348644733429,-0.0253678509965539,0.010468830727040768,0.0,0.1668161302804947,-0.2536690130829811,-0.23727358877658844,-0.03349849581718445
1590,15.625,-1.0387511253356934,-0.025389279425144195,0.005872947722673416,0.0,0.16722337603569032,-0.2518743097782135,-0.2648079991340637,-0.07852403819561005
1600,16.4375,-0.8408268392086029,-0.029187468439340593,0.007585609517991543,0.0,0.16953598707914352,-0.26495460271835325,-0.2710563540458679,-0.061198875308036804
1610,18.75,-0.9344128668308258,-0.028206632286310197,0.00785107035189867,0.0,0.1703008770942688,-0.259103088080883,-0.25039970874786377,-0.07614798098802567
1620,16.875,-0.817010760307312,-0.026569761894643308,0.009557667560875416,0.0,0.1687869220972061,-0.24990757554769516,-0.21345219016075134,-0.07347650825977325
1630,15.75,-1.2200325727462769,-0.02572034504264593,0.009366626664996148,0.0,0.17092302590608596,-0.2605253681540489,-0.24895167350769043,-0.07202106714248657
1640,13.0,-1.2168314456939697,-0.0317285917699337,0.01244377437978983,0.0,0.17086932063102722,-0.2527101829648018,-0.2321423888206482,-0.08248031139373779
1650,14.375,-1.2280670404434204,-0.028944114968180657,0.006372236181050539,0.0,0.16940260380506517,-0.26068997383117676,-0.25232863426208496,-0.08369331061840057
1660,14.1875,-1.231342077255249,-0.027772774547338487,0.008923117071390152,0.0,0.17022088319063186,-0.25329229682683946,-0.2726808786392212,-0.07187844812870026
1670,20.5,-0.9343996644020081,-0.021970027312636375,0.012847588956356048,0.0,0.16982266753911973,-0.25594048798084257,-0.24988910555839539,-0.07778884470462799
1680,17.625,-1.019739806652069,-0.026743093878030776,0.0037244978826493024,0.0,0.17040629535913468,-0.2485656961798668,-0.2364976406097412,-0.06928189098834991
1690,12.0,-1.6020524501800537,-0.03000848777592182,0.007195018045604229,0.0,0.17149059921503068,-0.25347817242145537,-0.24198822677135468,-0.07448968291282654
1700,14.25,-1.2252174615859985,-0.027990753203630446,0.013652176223695278,0.0,0.17402639985084534,-0.25500530302524566,-0.24761976301670074,-0.0852867066860199
1710,16.8125,-1.222964584827423,-0.028326456993818284,0.011501657031476497,0.0,0.17026315480470658,-0.2568522050976753,-0.2506287097930908,-0.07747357338666916
1720,13.5,-1.0989131927490234,-0.02304380591958761,0.026628755033016205,0.0,0.17490895837545395,-0.2568564936518669,-0.2540050148963928,-0.017337605357170105
1730,20.25,-1.1453394293785095,-0.025529221072793006,0.005003312136977911,0.0,0.1731756091117859,-0.2653087466955185,-0.2879582941532135,-0.07610821723937988
1740,12.875,-1.2246291637420654,-0.028511551767587663,0.008130304142832756,0.0,0.17124136090278624,-0.26166444420814516,-0.25654780864715576,-0.07427319884300232
1750,16.3125,-1.0248743891716003,-0.026626726426184178,0.009939293004572391,0.0,0.17438846081495285,-0.2521018162369728,-0.23919706046581268,-0.07660487294197083
